_step,epoch,action_dit_loss,learning_rate/base,learning_rate/pi05_model.paligemma_with_expert.gemma_expert,timing/data,timing/model,rtc_postfix_count,_runtime,_timestamp
4100,0.46,0.004259053617715836,1.9402223838474816e-05,9.701111919237408e-05,0.0001996839996536437,0.7184914360000221,107,3077.440091359,1786045121.461725
4110,0.46,0.006334902718663216,1.9396581813429403e-05,9.698290906714703e-05,0.000212778999866714,0.6965335899999445,115,3084.659046364,1786045128.7768817
4120,0.46,0.007023925427347422,1.939091421093961e-05,9.695457105469806e-05,0.00022984499992162455,0.7265869539996856,108,3091.996016556,1786045135.9955568
4130,0.46,0.008368256501853466,1.938522104826994e-05,9.69261052413497e-05,0.00021009300007790443,0.695549506000134,113,3099.876528652,1786045143.3325324
4140,0.47,0.0024328469298779964,1.9379502342762756e-05,9.689751171381378e-05,0.0004400900002110575,0.874221406000288,116,3107.16552532,1786045151.213197
4150,0.47,0.009130981750786304,1.9373758111838225e-05,9.686879055919112e-05,0.00022694200015394017,0.6795331020002777,115,3114.207016536,1786045158.5021696
4160,0.47,0.004248035605996847,1.9367988372994264e-05,9.683994186497132e-05,0.00021496599993042764,0.6869992629999615,110,3121.545922232,1786045165.5436475
4170,0.47,0.0023598226252943277,1.9362193143806506e-05,9.681096571903254e-05,0.0002515609999136359,0.6993415410001944,120,3129.422292985,1786045172.88255
4180,0.47,0.007036023773252964,1.9356372441928225e-05,9.678186220964112e-05,0.0002085090000036871,0.8721856259999186,113,3136.66882395,1786045180.7587955
4190,0.47,0.0008687470690347254,1.9350526285090282e-05,9.67526314254514e-05,0.0002172089998566662,0.6752185249997638,119,3143.792974563,1786045188.0053473
4200,0.47,0.0013803135370835662,1.934465469110109e-05,9.672327345550543e-05,0.00021888600031161332,0.7060652329996628,102,3151.162758441,1786045195.12964
4210,0.47,0.005997188854962587,1.9338757677846537e-05,9.669378838923267e-05,0.00020224199988660985,0.722121634999894,112,3158.894269896,1786045202.4989688
4220,0.48,0.0024115792475640774,1.9332835263289954e-05,9.666417631644977e-05,0.0008856750000632019,0.7033552909997525,111,3166.045090095,1786045210.2308738
4230,0.48,0.0010574650950729847,1.9326887465472042e-05,9.663443732736021e-05,0.00019909899992853752,0.6814244580000377,113,3173.134900171,1786045217.3817337
4240,0.48,0.0007503571687266231,1.932091430251082e-05,9.66045715125541e-05,0.00023659699991185335,0.7164470349998737,105,3180.347724187,1786045224.47152
4250,0.48,0.003985147457569838,1.931491579260158e-05,9.657457896300791e-05,0.00021750699988842825,0.683576231999723,115,3188.105440877,1786045231.6844313
4260,0.48,0.013167238794267178,1.930889195401683e-05,9.654445977008415e-05,0.00033926500009329175,0.7260692659997403,108,3195.374529828,1786045239.4420466
4270,0.48,0.0037918107118457556,1.9302842805106218e-05,9.65142140255311e-05,0.0003805189999184222,0.7239175830000022,113,3202.396254691,1786045246.7112367
4280,0.48,0.0020340357441455126,1.9296768364296504e-05,9.648384182148252e-05,0.0002464710000822379,0.7009763350001776,103,3209.693833412,1786045253.7329226
4290,0.48,0.0009928306099027395,1.9290668650091492e-05,9.645334325045746e-05,0.00021491000006790273,0.9184222470003078,106,3217.626683646,1786045261.0305061
4300,0.48,0.005458278581500053,1.9284543681071965e-05,9.642271840535982e-05,0.00021740100009992602,0.6816185500001666,106,3224.86634813,1786045268.9631584
4310,0.49,0.0032539668027311563,1.9278393475895642e-05,9.63919673794782e-05,0.0008310149996759719,0.694723119000173,112,3231.944008445,1786045276.202851
4320,0.49,0.003340539988130331,1.9272218053297113e-05,9.636109026648555e-05,0.0008082630001808866,0.6873124319999988,110,3239.191357997,1786045283.2806559
4330,0.49,0.0014303236966952682,1.9266017432087788e-05,9.633008716043894e-05,0.0004681760001403745,0.6992186789998414,113,3247.257930284,1786045290.52799
4340,0.49,0.005179140716791153,1.925979163115583e-05,9.629895815577916e-05,0.0002728129998104123,0.8895194869996885,112,3254.34303902,1786045298.594544
4350,0.49,0.0009520782623440027,1.9253540669466118e-05,9.626770334733058e-05,0.00025623100009397604,0.7175102629998946,111,3261.392795864,1786045305.6797159
4360,0.49,0.0011884040432050824,1.9247264566060158e-05,9.623632283030079e-05,0.000255569000273681,0.7151520760003223,106,3268.712144091,1786045312.7293618
4370,0.49,0.0018756204517558217,1.9240963340056054e-05,9.620481670028027e-05,0.00022539300016433117,0.8535584780001955,113,3276.295500338,1786045320.0488064
4380,0.49,0.005937487818300724,1.9234637010648426e-05,9.617318505324211e-05,0.00021860700007891865,0.7071843240000817,113,3283.661908048,1786045327.6320055
4390,0.49,0.01160866767168045,1.9228285597108374e-05,9.614142798554186e-05,0.0003573700000742974,0.6852843309998207,103,3290.822142196,1786045334.9983366
4400,0.5,0.00864778645336628,1.922190911878341e-05,9.610954559391703e-05,0.0004939430000376888,0.7215056369996091,110,3298.086305037,1786045342.1588173
4410,0.5,0.0008867262513376772,1.9215507595097388e-05,9.607753797548693e-05,0.00020714699985546758,0.9164180470002066,104,3305.957079856,1786045349.4229403
4420,0.5,0.0103345001116395,1.9209081045550457e-05,9.604540522775228e-05,0.00021284000013110926,0.8841622830000233,116,3313.101972898,1786045357.293746
4430,0.5,0.0026303438935428858,1.9202629489719008e-05,9.601314744859504e-05,0.0003504759997667861,0.7023318569999901,105,3320.232113257,1786045364.4386468
4440,0.5,0.004601221065968275,1.9196152947255596e-05,9.598076473627798e-05,0.0001997680001295521,0.7153075699998226,105,3327.284646244,1786045371.568712
4450,0.5,0.0005889567546546459,1.918965143788889e-05,9.594825718944445e-05,0.0003057829999306705,0.7211922710002909,110,3335.120805854,1786045378.6212785
4460,0.5,0.0019151701126247644,1.918312498142362e-05,9.59156249071181e-05,0.00023074199998518452,0.6980231160000585,103,3342.227238393,1786045386.456998
4470,0.5,0.0027234316803514957,1.9176573597740497e-05,9.588286798870248e-05,0.00024024499998631654,0.6977380980001726,108,3349.354597353,1786045393.5634549
4480,0.5,0.005951505620032549,1.916999730679618e-05,9.58499865339809e-05,0.00021877100016354234,0.7099042380000355,113,3356.64810612,1786045400.6912198
4490,0.51,0.002048550872132182,1.9163396128623186e-05,9.581698064311592e-05,0.0002169750000575732,0.7130303359999743,107,3364.296962989,1786045407.9847713
4500,0.51,0.0005343392258509994,1.915677008332985e-05,9.578385041664925e-05,0.00026831500008484,0.7206216350000432,110,3371.552838213,1786045415.633615
4510,0.51,0.00913952011615038,1.915011919110026e-05,9.57505959555013e-05,0.0002050379998763674,0.6896183740000197,109,3378.6231405,1786045422.889505
4520,0.51,0.007524049375206232,1.9143443472194178e-05,9.571721736097089e-05,0.00020622900001399103,0.6789842190000854,114,3386.048595096,1786045429.9596803
4530,0.51,0.0003090893442276865,1.913674294694701e-05,9.568371473473505e-05,0.0002465309999024612,0.8895073889998457,111,3393.695336034,1786045437.38523
4540,0.51,0.0019322468433529139,1.913001763576971e-05,9.565008817884855e-05,0.00019437999981164467,0.689668748999793,119,3400.802306854,1786045445.0319493
4550,0.51,0.003345215693116188,1.912326755914875e-05,9.561633779574374e-05,0.0002160389999517065,0.6868493379997744,111,3407.803667017,1786045452.1389434
4560,0.51,0.005059364717453718,1.9116492737646025e-05,9.558246368823013e-05,0.00020671200036304072,0.6822076700000252,109,3415.042878523,1786045459.1403456
4570,0.51,0.0016731781652197242,1.9109693191898826e-05,9.554846595949412e-05,0.00019913699998141965,0.7001412320000782,117,3422.977066014,1786045466.3794048
4580,0.52,0.0028429056983441114,1.9102868942619743e-05,9.551434471309872e-05,0.00022048900018489803,0.6950867370001106,113,3430.046925327,1786045474.3137043
4590,0.52,0.004709303844720125,1.9096020010596622e-05,9.548010005298311e-05,0.00021847100015293108,0.6942420960003801,113,3437.215782151,1786045481.3835657
4600,0.52,0.0006247360142879188,1.9089146416692504e-05,9.544573208346253e-05,0.0007296310000128869,0.6808003339997413,105,3444.825823957,1786045488.552411
4610,0.52,0.0029852143488824368,1.9082248181845542e-05,9.54112409092277e-05,0.00022902800037627458,0.8878568790000827,111,3452.114236938,1786045496.1624866
4620,0.52,0.0016982504166662693,1.9075325327068957e-05,9.537662663534477e-05,0.0002631580000524991,0.697367708999991,113,3459.589739245,1786045503.4506316
4630,0.52,0.001945747877471149,1.906837787345097e-05,9.534188936725483e-05,0.00020883299976048875,0.6954397929998777,108,3466.6520813,1786045510.9263754
4640,0.52,0.0017410856671631336,1.9061405842154716e-05,9.530702921077358e-05,0.000248082999860344,0.6861624220000522,110,3474.085443512,1786045517.9886866
4650,0.52,0.0023993237409740686,1.9054409254418228e-05,9.527204627209113e-05,0.0004247500000928994,0.6986503420002919,111,3481.511326415,1786045525.4220846
4660,0.52,0.00044806880760006607,1.9047388131554314e-05,9.523694065777157e-05,0.00021992300025885925,0.6781485149999753,113,3488.756116128,1786045532.8480039
4670,0.53,0.0011451846221461892,1.904034249495054e-05,9.52017124747527e-05,0.00020647800010920037,0.6846375739996802,109,3495.880118349,1786045540.0927246
4680,0.53,0.0050695003010332584,1.903327236606913e-05,9.516636183034565e-05,0.0002019889998337021,0.6823127029997522,109,3503.588911074,1786045547.216754
4690,0.53,0.008069060742855072,1.902617776644693e-05,9.513088883223464e-05,0.00024383699974350748,0.9007102800001121,114,3511.050219277,1786045554.9255397
4700,0.53,0.0026086284779012203,1.901905871769531e-05,9.509529358847655e-05,0.0002031029998761369,0.6806756490000225,108,3518.375520462,1786045562.3868613
4710,0.53,0.005103541538119316,1.901191524150014e-05,9.50595762075007e-05,0.00021666100019501755,0.7072710739998911,113,3525.479849358,1786045569.7123115
4720,0.53,0.002954666269943118,1.900474735962168e-05,9.50237367981084e-05,0.000249393000103737,0.7256883570003083,107,3533.108940167,1786045576.8165271
4730,0.53,0.0032738489098846912,1.8997555093894544e-05,9.498777546947271e-05,0.00022139499969853205,0.7028360579997752,107,3540.732802919,1786045584.4455638
4740,0.53,0.005863405764102936,1.8990338466227613e-05,9.495169233113806e-05,0.00021763399990959442,0.9574669609996818,113,3547.9603243,1786045592.0693917
4750,0.53,0.0006319445092231035,1.8983097498603996e-05,9.491548749301997e-05,0.0002691949998734344,0.690451474999918,105,3555.024516483,1786045599.2969444
4760,0.54,0.0008980130078271031,1.8975832213080933e-05,9.487916106540466e-05,0.0002171890000681742,0.7241145380003218,110,3562.828430095,1786045606.3610914
4770,0.54,0.0014500956749543548,1.8968542631789747e-05,9.484271315894872e-05,0.00019912600009774906,0.6997641450002448,111,3570.258995262,1786045614.1650884
4780,0.54,0.0009067381615750492,1.8961228776935757e-05,9.480614388467878e-05,0.00020927299965478596,0.7268720470001426,115,3577.537025057,1786045621.595682
4790,0.54,0.00912668276578188,1.8953890670798243e-05,9.476945335399122e-05,0.00021850000030099181,0.7272073909998653,111,3584.587301324,1786045628.8736358
4800,0.54,0.006501833442598581,1.8946528335730344e-05,9.473264167865173e-05,0.000277609000022494,0.717377975999625,112,3592.249477252,1786045635.923968
4810,0.54,0.005596039816737175,1.893914179415901e-05,9.469570897079505e-05,0.00028521600006570225,0.9464506230001462,115,3599.74592998,1786045643.5861359
4820,0.54,0.0005520725972019136,1.893173106858493e-05,9.465865534292465e-05,0.00021510500027943635,0.6883774310003901,115,3606.862248983,1786045651.0825639
4830,0.54,0.007014482747763395,1.8924296181582458e-05,9.462148090791229e-05,0.00020631699999285047,0.7000784800002293,104,3613.964505826,1786045658.1988282
4840,0.54,0.0014370708959177136,1.891683715579955e-05,9.458418577899775e-05,0.00043123399973410415,0.6934633609998855,113,3621.502786662,1786045665.3011372
4850,0.55,0.005480452906340361,1.8909354013957686e-05,9.454677006978844e-05,0.00021950900008960161,0.6790701269997044,109,3628.955077579,1786045672.8394701
4860,0.55,0.00733867846429348,1.8901846778851825e-05,9.450923389425912e-05,0.00023562499973195372,0.698796055999992,116,3636.181331775,1786045680.2917502
4870,0.55,0.010125004686415195,1.8894315473350303e-05,9.44715773667515e-05,0.00020955399941158248,0.7197860189999119,107,3643.189261994,1786045687.5179968
4880,0.55,0.005441162269562483,1.8886760120394774e-05,9.443380060197387e-05,0.00020717899951705476,0.6995565450006325,107,3650.780350197,1786045694.525902
4890,0.55,0.002934279851615429,1.8879180743000163e-05,9.439590371500082e-05,0.00026103900017915294,0.6777208989997234,105,3658.136501836,1786045702.117009
4900,0.55,0.000787947850767523,1.8871577364254563e-05,9.435788682127281e-05,0.0002186679994338192,0.7360667419998208,115,3665.430177109,1786045709.4731262
4910,0.55,0.002746528247371316,1.886395000731919e-05,9.431975003659594e-05,0.00020531700010906206,0.7191760639998392,108,3672.48566298,1786045716.7668447
4920,0.55,0.005837173201143742,1.885629869542829e-05,9.428149347714143e-05,0.00030085900016274536,0.6883190250000553,116,3680.280172684,1786045723.8222837
4930,0.55,0.0033535119146108627,1.8848623451889086e-05,9.424311725944544e-05,0.00028629699954763055,0.8941097839997383,113,3687.542437375,1786045731.6168253
4940,0.56,0.0017572414362803102,1.8840924300081706e-05,9.420462150040853e-05,0.00023161400076787686,0.7169644440000411,118,3694.742322115,1786045738.8790998
4950,0.56,0.010309928096830845,1.88332012634591e-05,9.416600631729549e-05,0.0005055940000602277,0.7010743609998826,106,3701.930807022,1786045746.0789475
4960,0.56,0.003502506762742996,1.8825454365546974e-05,9.412727182773487e-05,0.0004395599999043043,0.73024200799955,109,3709.407801363,1786045753.2674556
4970,0.56,0.0033913252409547567,1.8817683629943724e-05,9.408841814971861e-05,0.0004411139998410363,0.695226642000307,115,3716.876114457,1786045760.7443912
4980,0.56,0.001873772474937141,1.8809889080320357e-05,9.404944540160178e-05,0.00027612399935605936,0.7211950139999317,118,3723.985155674,1786045768.2127886
4990,0.56,0.0032745138742029667,1.8802070740420426e-05,9.401035370210213e-05,0.0002324719998796354,0.7069708139997601,112,3731.314141652,1786045775.3217301
5000,0.56,0.0038733563851565123,1.879422863405995e-05,9.397114317029975e-05,0.00035669099997903686,0.7421436589993391,110,3738.825241418,1786045782.650757
5010,0.56,0.0041374326683580875,1.878636278512734e-05,9.39318139256367e-05,0.00019668599998112768,0.8308395649992235,106,3746.033954236,1786045790.1617947
5020,0.57,0.0002686707302927971,1.8778473217583343e-05,9.389236608791671e-05,0.00021823099996254314,0.7170198220001112,111,3753.210634035,1786045797.3705637
5030,0.57,0.0024452998768538237,1.8770559955460944e-05,9.385279977730472e-05,0.00024026400024013128,0.6834654920003231,115,3760.427965165,1786045804.547299
5040,0.57,0.0010877382010221481,1.8762623022865317e-05,9.381311511432659e-05,0.0002086590002363664,0.7006707979999192,113,3768.018192589,1786045811.7645981
5050,0.57,0.0007801775936968625,1.8754662443973733e-05,9.377331221986866e-05,0.00021456199920066865,0.6759344909996798,107,3775.238321471,1786045819.354818
5060,0.57,0.001965200062841177,1.8746678243035495e-05,9.373339121517747e-05,0.00020116900032007834,0.6980414839999867,116,3782.324321268,1786045826.574966
5070,0.57,0.000724168261513114,1.8738670444371863e-05,9.36933522218593e-05,0.0002495840008123196,0.7259063229994354,109,3789.606355032,1786045833.6609747
5080,0.57,0.0032596674282103777,1.8730639072375984e-05,9.36531953618799e-05,0.00022523100051330402,0.7262081059998309,106,3797.386615011,1786045840.9428928
5090,0.57,0.0012126733781769872,1.8722584151512804e-05,9.361292075756401e-05,0.00021570199987763772,0.6868280300004699,113,3804.592839062,1786045848.7230585
5100,0.57,0.0009033192181959748,1.871450570631901e-05,9.357252853159505e-05,0.0002575309999883757,0.684610982999402,109,3811.694472528,1786045855.9294984
5110,0.58,0.004421688616275787,1.8706403761402957e-05,9.353201880701478e-05,0.00019422099921939662,0.6775861040005111,107,3819.002044111,1786045863.0307915
5120,0.58,0.010923600755631924,1.869827834144456e-05,9.349139170722281e-05,0.000252629999522469,0.6821306739993815,114,3826.854417736,1786045870.3386648
5130,0.58,0.00914148148149252,1.869012947119527e-05,9.345064735597634e-05,0.00024098599988064962,0.8996224630000142,113,3834.169030286,1786045878.1910644
5140,0.58,0.0017904143314808607,1.8681957175477946e-05,9.340978587738973e-05,0.00048576300014246954,0.7498204639996402,112,3841.203997836,1786045885.505647
5150,0.58,0.001903603202663362,1.867376147918683e-05,9.336880739593416e-05,0.0003166899996358552,0.6921092630000203,114,3848.479988126,1786045892.5406742
5160,0.58,0.0015955755952745676,1.866554240728743e-05,9.332771203643715e-05,0.00022717000047123292,0.723779674999605,104,3856.120189474,1786045899.81648
5170,0.58,0.0007318774005398154,1.8657299984816465e-05,9.328649992408232e-05,0.00024675500026205555,0.6851476499996352,114,3863.267974503,1786045907.4566398
5180,0.58,0.0036346421111375093,1.8649034236881776e-05,9.324517118440888e-05,0.0002172879994759569,0.6837124679996123,120,3870.307271353,1786045914.604639
5190,0.58,0.0006515322020277381,1.8640745188662273e-05,9.320372594331137e-05,0.00020964699979231227,0.7404632289999427,107,3877.530190716,1786045921.6439614
5200,0.59,0.0041291420347988605,1.8632432865407835e-05,9.316216432703917e-05,0.00023385700023936806,0.6973028800002794,108,3885.235421887,1786045928.8665433
5210,0.59,0.004676586948335171,1.8624097292439235e-05,9.312048646219617e-05,0.00019761700059461873,0.6837403319996156,112,3892.650094397,1786045936.5721042
5220,0.59,0.001319707720540464,1.861573849514808e-05,9.30786924757404e-05,0.00025189499956468353,0.7022081989998696,115,3899.869225383,1786045943.986704
5230,0.59,0.0043557253666222095,1.8607356498996708e-05,9.303678249498353e-05,0.00021023200042691315,0.7456738389992097,105,3907.246910716,1786045951.2058666
5240,0.59,0.004509058780968189,1.859895132951814e-05,9.299475664759069e-05,0.00021803899926453596,0.861320877000253,114,3915.122967964,1786045958.5835748
5250,0.59,0.004201564006507397,1.859052301231597e-05,9.295261506157986e-05,0.00024487300015607616,0.7051974050000354,114,3922.288667006,1786045966.4595811
5260,0.59,0.0008168141357600689,1.858207157306433e-05,9.291035786532164e-05,0.0002351319999434054,0.6816612869997698,111,3929.36060656,1786045973.6253085
5270,0.59,0.0005354221793822944,1.8573597037507757e-05,9.286798518753878e-05,0.0004218799995214795,0.7104765860003681,108,3936.775513052,1786045980.6972682
5280,0.59,0.0022391059901565313,1.8565099431461158e-05,9.28254971573058e-05,0.00020523599960142747,0.7439755699997477,118,3944.430037613,1786045988.1121545
5290,0.6,0.0005484987632371485,1.855657878080972e-05,9.278289390404861e-05,0.0003580980001061107,0.7162684710001486,115,3951.636653478,1786045995.7666109
5300,0.6,0.005400917958468199,1.8548035111508816e-05,9.274017555754408e-05,0.00021930299953965005,0.6887677650001933,115,3958.692970604,1786046002.9732842
5310,0.6,0.008972208015620708,1.853946844958395e-05,9.269734224791975e-05,0.00041891699947882444,0.7476504859996567,115,3966.198256766,1786046010.0296214
5320,0.6,0.006377529818564653,1.8530878821130658e-05,9.265439410565329e-05,0.00021764900066045811,0.9173998030000803,117,3973.905100678,1786046017.5348153
5330,0.6,0.0035859302151948214,1.8522266252314436e-05,9.261133126157218e-05,0.0002396810004938743,0.7251473320002333,112,3981.205196618,1786046025.2417088
5340,0.6,0.0022704415023326874,1.851363076937066e-05,9.256815384685329e-05,0.00022971399994275998,0.6975644680005644,105,3988.378137935,1786046032.541845
5350,0.6,0.000618785503320396,1.8504972398604516e-05,9.252486199302257e-05,0.0002119470000252477,0.7156870310000158,108,3995.561054175,1786046039.7148
5360,0.6,0.010180579498410225,1.8496291166390898e-05,9.248145583195448e-05,0.00020807500004593749,0.8342537509997783,109,4003.263432525,1786046046.8976517
5370,0.6,0.0022448613308370113,1.8487587099174345e-05,9.243793549587172e-05,0.0002314549992661341,0.6819963199995982,113,4010.469730833,1786046054.5998027
5380,0.61,0.0008439815719611943,1.8478860223468956e-05,9.239430111734477e-05,0.00063377600054082,0.6884181400000671,113,4017.563553467,1786046061.8062696
5390,0.61,0.000922423554584384,1.847011056585831e-05,9.235055282929154e-05,0.00033635700037848437,0.7502641299997777,113,4025.044156365,1786046068.9000049
5400,0.61,0.0015532557154074311,1.8461338152995376e-05,9.230669076497688e-05,0.0002887999999074964,0.9344410829999106,107,4032.4246784,1786046076.3807642
5410,0.61,0.0014611511724069715,1.845254301160245e-05,9.226271505801225e-05,0.00021276099960232386,0.7099163729999418,114,4039.612597105,1786046083.7612526
5420,0.61,0.0006205039098858833,1.8443725168471054e-05,9.221862584235528e-05,0.000395111000216275,0.7030823360000795,115,4046.735616135,1786046090.949305
5430,0.61,0.0017672006506472826,1.8434884650461874e-05,9.217442325230937e-05,0.0002101500003846013,0.7046414960004768,113,4054.281534996,1786046098.0722566
5440,0.61,0.0005755891907028854,1.8426021484504655e-05,9.213010742252328e-05,0.00022421299945563078,0.7365966010002012,111,4062.248049474,1786046105.618078
5450,0.61,0.0013564829714596272,1.841713569759814e-05,9.20856784879907e-05,0.00046873800056346226,0.6944654440003433,115,4069.529673895,1786046113.584705
5460,0.61,0.006765940226614475,1.840822731680998e-05,9.204113658404989e-05,0.0006411719996322063,0.6845891370003301,114,4076.599877722,1786046120.866344
5470,0.62,0.001089571975171566,1.839929636927664e-05,9.199648184638319e-05,0.0002127249999830383,0.6976190499999575,109,4084.160852766,1786046127.936499
5480,0.62,0.0003436841943766922,1.8390342882203338e-05,9.195171441101669e-05,0.00021963800008961698,0.8293470979997437,119,4091.763819377,1786046135.497494
5490,0.62,0.0009403724106959999,1.8381366882863952e-05,9.190683441431975e-05,0.0002078870002151234,0.7010396870000477,113,4099.073923045,1786046143.100409
5500,0.62,0.0019035497680306435,1.8372368398600928e-05,9.186184199300464e-05,0.0002246490003017243,0.7217973359993266,112,4106.131871184,1786046150.410556
5510,0.62,0.004538186825811863,1.836334745682521e-05,9.181673728412605e-05,0.0002226980004707002,0.6949967609998566,108,4113.605474755,1786046157.468538
5520,0.62,0.000714689667802304,1.8354304085016157e-05,9.177152042508078e-05,0.00020816999949602177,0.9307567400001062,111,4121.332566702,1786046164.9422345
5530,0.62,0.0038720399606972933,1.8345238310721442e-05,9.172619155360721e-05,0.00039553799979330506,0.8596221920006428,115,4128.493573386,1786046172.6692219
5540,0.62,0.004296594765037298,1.833615016155699e-05,9.168075080778494e-05,0.00021273000038490864,0.728701430000001,112,4135.694078393,1786046179.8302681
5550,0.62,0.004048185423016548,1.8327039665206875e-05,9.163519832603437e-05,0.00031182399925455684,0.7286171779996948,107,4143.273700707,1786046187.0306401
5560,0.63,0.0007608623127453029,1.831790684942325e-05,9.158953424711625e-05,0.00025680100043246057,0.7278454970000894,110,4150.813034886,1786046194.6103623
5570,0.63,0.006250415463000536,1.830875174202626e-05,9.154375871013129e-05,0.00029419100064842496,0.6928052069997648,112,4158.119248799,1786046202.1496975
5580,0.63,0.001687617739662528,1.829957437090394e-05,9.14978718545197e-05,0.00021761199968750589,0.7299162029994477,110,4165.240993485,1786046209.4557633
5590,0.63,0.004965996369719505,1.8290374764012164e-05,9.145187382006081e-05,0.00044210999931237893,0.7256810660001065,113,4172.697987206,1786046216.5775726
5600,0.63,0.0007208544411696494,1.8281152949374527e-05,9.140576474687264e-05,0.000215881999793055,0.699160959999972,113,4180.1273048,1786046224.0345817
5610,0.63,0.0017065242864191532,1.8271908955082275e-05,9.135954477541138e-05,0.0002121779998560669,0.8565610819996436,108,4187.621527477,1786046231.4639306
5620,0.63,0.0013356974814087152,1.826264280929422e-05,9.13132140464711e-05,0.000220523999814759,0.7182177499998943,114,4194.797339208,1786046238.9581997
5630,0.63,0.0013584390981122851,1.8253354540236646e-05,9.126677270118322e-05,0.0003133159998469637,0.721540291000565,112,4202.360724423,1786046246.1339643
5640,0.63,0.0020111738704144955,1.824404417620323e-05,9.122022088101614e-05,0.00022840200017526513,0.68965936099994,109,4210.287276493,1786046253.6973708
5650,0.64,0.002593152690678835,1.8234711745554955e-05,9.117355872777478e-05,0.00021683500017388724,0.9400949079999918,111,4217.40818062,1786046261.6239367
5660,0.64,0.000798374880105257,1.8225357276720032e-05,9.112678638360016e-05,0.00027647399929264793,0.723494933999973,108,4224.576668314,1786046268.7447999
5670,0.64,0.004535402171313763,1.8215980798193788e-05,9.107990399096894e-05,0.0003871589997288538,0.7121142899995903,111,4232.261243445,1786046275.913318
5680,0.64,0.0009131875121966004,1.82065823385386e-05,9.1032911692693e-05,0.00027765199956775177,0.6853848950004249,110,4239.911200295,1786046283.5978582
5690,0.64,0.0005234783166088164,1.8197161926383816e-05,9.098580963191908e-05,0.00021657999968738295,0.900185555000462,116,4247.168962451,1786046291.2478325
5700,0.64,0.0023452057503163815,1.8187719590425638e-05,9.093859795212818e-05,0.00026779000017995713,0.7215024159995664,104,4254.264592041,1786046298.5055213
5710,0.64,0.0023799205664545298,1.817825535942706e-05,9.08912767971353e-05,0.00020791800034203334,0.7231544209998901,110,4261.796343871,1786046305.6012332
5720,0.64,0.0011969415936619043,1.8168769262217768e-05,9.084384631108883e-05,0.00022837999949842924,0.6841959859993949,112,4269.240243319,1786046313.1329947
5730,0.65,0.000970592605881393,1.8159261327694063e-05,9.079630663847031e-05,0.0002119879991369089,0.7289263709999432,103,4276.495875036,1786046320.576916
5740,0.65,0.004047139082103968,1.8149731584818765e-05,9.074865792409382e-05,0.0003448570005275542,0.6941085139997085,110,4283.602411845,1786046327.8325255
5750,0.65,0.0006883235182613134,1.8140180062621117e-05,9.070090031310558e-05,0.00022022900066076545,0.7030491549994622,107,4291.409539549,1786046334.9389634
5760,0.65,0.0012455169344320893,1.813060679019672e-05,9.065303395098359e-05,0.00021924899920122698,0.700403001000268,116,4298.883649243,1786046342.7461975
5770,0.65,0.001578061142936349,1.812101179670741e-05,9.060505898353707e-05,0.000756153000111226,0.7349618030002603,107,4306.137728056,1786046350.2203343
5780,0.65,0.0007982400129549205,1.8111395111381214e-05,9.055697555690608e-05,0.0004107570002815919,0.6800364870005069,111,4313.246332344,1786046357.474459
5790,0.65,0.001833812682889402,1.810175676351222e-05,9.050878381756108e-05,0.00024474300062138354,0.6908766650003599,107,4321.136809222,1786046364.5830255
5800,0.65,0.0012558086309581995,1.8092096782460497e-05,9.046048391230248e-05,0.00020510800004558405,0.7293214749997787,110,4328.703059502,1786046372.4733908
5810,0.65,0.0023595700040459633,1.8082415197652037e-05,9.041207598826019e-05,0.0002367269999012933,0.6896054059998278,114,4336.018646559,1786046380.0397391
5820,0.66,0.0019594759214669466,1.807271203857862e-05,9.036356019289309e-05,0.00021630300034303218,0.7198914500004321,107,4343.070904636,1786046387.355238
5830,0.66,0.0024324681144207716,1.8062987334797745e-05,9.031493667398873e-05,0.00018586200076242676,0.7666707799999131,108,4350.701688975,1786046394.4076195
5840,0.66,0.0007458009640686214,1.805324111593256e-05,9.02662055796628e-05,0.0002127190000464907,0.6891436200003227,105,4358.269259958,1786046402.038327
5850,0.66,0.0009890298824757338,1.8043473411671725e-05,9.021736705835862e-05,0.00024019200009206543,0.6793428860000859,113,4365.600852039,1786046409.605939
5860,0.66,0.0038281348533928394,1.803368425176937e-05,9.016842125884685e-05,0.00028581100013980176,0.9298924610002359,108,4372.707783762,1786046416.9374866
5870,0.66,0.0011252217227593064,1.802387366604497e-05,9.011936833022484e-05,0.00022833399998489767,0.7211976560001858,115,4380.308577021,1786046424.044405
5880,0.66,0.0026116762310266495,1.801404168438327e-05,9.007020842191635e-05,0.00032973899942589924,0.6774885039994842,106,4387.791620989,1786046431.645273
5890,0.66,0.0018724895780906081,1.800418833673419e-05,9.002094168367095e-05,0.0002515189999030554,0.7095703300001333,110,4395.054343607,1786046439.1282437
5900,0.66,0.0035872366279363632,1.799431365311274e-05,8.99715682655637e-05,0.00019762000010814518,0.6870209839999006,110,4402.240579231,1786046446.3910635
5910,0.67,0.0037063611671328545,1.7984417663598913e-05,8.992208831799457e-05,0.00020935300017299596,0.7021364729998822,108,4410.225101867,1786046453.577073
5920,0.67,0.0020893188193440437,1.797450039833762e-05,8.987250199168808e-05,0.0002929210004367633,0.8619404640003268,115,4417.608346439,1786046461.5618196
